store_id,address,city,state,zipcode,longitude,latitude,timezone
1323,705 Anzinger Hill,Flint,MI,48555,-83.7108,43.0113,America/Detroit
1324,509 Merrick Street,Huntington,WV,25721,-82.2774,38.4134,America/New_York
1325,650 Carioca Pass,Fresno,CA,93704,-119.8016,36.7991,America/Los_Angeles
1326,739 Melody Parkway,Chandler,AZ,85246,-112.1872,33.2765,America/Phoenix
1327,20 South Center,New York City,NY,10260,-73.9772,40.7808,America/New_York
1328,85723 Stoughton Hill,Salem,OR,97306,-123.0438,44.8685,America/Los_Angeles
1329,77839 Canary Hill,Norfolk,VA,23509,-76.2604,36.8787,America/New_York
1330,2 Ohio Parkway,Tacoma,WA,98411,-122.1132,47.0662,America/Los_Angeles
1331,5 South Way,Gainesville,FL,32627,-82.3539,29.6813,America/New_York
1332,7642 Kenwood Court,Akron,OH,44310,-81.5006,41.1075,America/New_York
1333,9 Welch Pass,Jacksonville,FL,32277,-81.5864,30.3704,America/New_York
1334,566 Little Fleur Alley,Rochester,NY,14683,-77.6843,43.286,America/New_York
1335,46458 Twin Pines Street,Jamaica,NY,11499,-73.8708,40.6514,America/New_York
1336,67772 Crownhardt Road,New Castle,PA,16107,-80.3084,40.9897,America/New_York
1337,6730 Merchant Point,Chicago,IL,60646,-87.7596,41.993,America/Chicago
1338,5 Pennsylvania Way,North Las Vegas,NV,89036,-114.9721,35.9279,America/Los_Angeles
1339,7 Texas Park,Milwaukee,WI,53220,-87.9933,42.9559,America/Chicago
1340,957 Northland Point,Charlotte,NC,28263,-80.8432,35.2268,America/New_York
1341,6657 Sutherland Crossing,Houston,TX,77250,-95.3629,29.7629,America/Chicago
1342,26 Straubel Terrace,Spartanburg,SC,29305,-82.1055,35.1114,America/New_York
1343,7826 Susan Street,Elizabeth,NJ,07208,-74.2239,40.6747,America/New_York
1344,63 Dennis Junction,Houston,TX,77245,-95.4342,29.834,America/Chicago
1345,81350 Marcy Crossing,New Orleans,LA,70183,-90.0901,29.6779,America/Chicago
1346,66286 Pennsylvania Avenue,Birmingham,AL,35290,-86.9292,33.5446,America/Chicago
1347,58 Carberry Junction,Milwaukee,WI,53220,-87.9933,42.9559,America/Chicago
1348,676 Norway Maple Crossing,Murfreesboro,TN,37131,-86.421,35.8596,America/Chicago
1349,3 Clove Junction,Atlanta,GA,30316,-84.3339,33.7217,America/New_York
1350,17 Darwin Place,Salinas,CA,93907,-121.6703,36.7563,America/Los_Angeles
1351,7078 Rockefeller Crossing,Edmond,OK,73034,-97.4798,35.6665,America/Chicago
1352,55 8th Circle,Salt Lake City,UT,84140,-111.9309,40.7713,America/Denver
1353,71096 Green Road,Jamaica,NY,11431,-73.8501,40.6869,America/New_York
1354,1 Dennis Street,Austin,TX,78737,-97.9427,30.2107,America/Chicago
1355,0486 Ohio Circle,Pompano Beach,FL,33075,-80.4483,26.1457,America/New_York
1356,9 Eastlawn Junction,Berkeley,CA,94712,-121.9215,37.6802,America/Los_Angeles
1357,9 Starling Point,Shreveport,LA,71161,-93.7526,32.6076,America/Chicago
1358,130 Shopko Hill,Los Angeles,CA,90076,-118.2987,33.7866,America/Los_Angeles
1359,814 Mifflin Drive,Brooksville,FL,34605,-82.4226,28.5059,America/New_York
1360,88 Dawn Hill,Loretto,MN,55598,-93.4719,45.0159,America/Chicago
1361,76 Declaration Avenue,West Palm Beach,FL,33416,-80.0929,26.6654,America/New_York
1362,491 Oak Plaza,Orange,CA,92862,-117.714,33.7915,America/Los_Angeles
1363,9578 Forest Drive,Dallas,TX,75241,-96.7774,32.6722,America/Chicago
1364,6104 Crowley Place,Denver,CO,80228,-105.156,39.6888,America/Denver
1365,28634 Killdeer Drive,Memphis,TN,38126,-90.0424,35.1255,America/Chicago
1366,5 Havey Crossing,Newark,NJ,07195,-74.2452,40.7918,America/New_York
1367,2 Sundown Road,Minneapolis,MN,55436,-93.374,44.9034,America/Chicago
1368,84 Southridge Junction,Fort Lauderdale,FL,33345,-80.2959,26.1654,America/New_York
1369,8 Park Meadow Crossing,Tallahassee,FL,32309,-84.1413,30.5422,America/New_York
1370,117 Lukken Avenue,Montgomery,AL,36125,-86.2085,32.2334,America/Chicago
1371,5828 Cottonwood Drive,Sacramento,CA,95865,-121.3978,38.596,America/Los_Angeles
1372,9 School Parkway,Oklahoma City,OK,73104,-97.5017,35.4794,America/Chicago
1373,8 Buhler Junction,Seattle,WA,98140,-121.8034,47.4323,America/Los_Angeles
1374,71 Susan Pass,Pocatello,ID,83206,-112.3138,42.6395,America/Boise
1375,4 Clyde Gallagher Plaza,Houston,TX,77266,-95.4342,29.834,America/Chicago
1376,18034 Steensland Terrace,Syracuse,NY,13205,-76.1452,43.0123,America/New_York
1377,33 Stone Corner Hill,Clearwater,FL,33758,-82.7248,27.8918,America/New_York
1378,87 Columbus Drive,Seminole,FL,34642,-82.7963,27.8444,America/New_York
1379,01 Ridgeway Terrace,Mobile,AL,36641,-88.178,30.6589,America/Chicago
1380,9819 Stephen Circle,Pasadena,CA,91199,-118.1436,34.1478,America/Los_Angeles
1381,3936 Esch Street,Columbus,OH,43268,-83.0114,39.969,America/New_York
1382,15769 Mendota Drive,Los Angeles,CA,90087,-118.2987,33.7866,America/Los_Angeles
1383,8 Elmside Junction,Anniston,AL,36205,-85.7933,33.7358,America/Chicago
1384,648 Kensington Road,San Jose,CA,95113,-121.8916,37.3329,America/Los_Angeles
1385,3067 Dorton Pass,Rockford,IL,61105,-89.1705,42.3254,America/Chicago
1386,2 Farragut Lane,Saint Louis,MO,63180,-90.2435,38.6531,America/Chicago
1387,8066 Bunting Trail,Washington,DC,20337,-77.0146,38.8933,America/New_York
1388,9726 Everett Plaza,Milwaukee,WI,53205,-87.9353,43.0528,America/Chicago
1389,8 Straubel Alley,Arlington,TX,76096,-97.2915,32.7714,America/Chicago
1390,065 Orin Plaza,Columbus,GA,31998,-84.8741,32.491,America/New_York
1391,99 Aberg Way,Sacramento,CA,95852,-121.4475,38.6026,America/Los_Angeles
1392,3 Schurz Alley,Austin,TX,78710,-97.7151,30.352,America/Chicago
1393,15248 Forest Dale Circle,Houston,TX,77080,-95.523,29.8159,America/Chicago
1394,68354 Ohio Court,Indianapolis,IN,46295,-86.1328,39.7795,America/Indiana/Indianapolis
1395,6 Waxwing Place,Hialeah,FL,33018,-80.3889,25.9098,America/New_York
1396,9814 Sugar Park,Denver,CO,80209,-104.9686,39.7074,America/Denver
1397,98977 Esch Trail,Norwalk,CT,06859,-73.3637,41.3089,America/New_York
1398,4285 Dahle Circle,Independence,MO,64054,-94.4401,39.11,America/Chicago
1399,9 Talisman Drive,Shawnee Mission,KS,66205,-94.6308,39.0312,America/Chicago
1400,19196 Ridgeview Park,Gilbert,AZ,85297,-111.7096,33.2781,America/Phoenix
1401,46 Independence Avenue,Colorado Springs,CO,80905,-104.837,38.8377,America/Denver
1402,509 Fairview Center,Tacoma,WA,98442,-122.4185,47.3081,America/Los_Angeles
1403,1023 Waywood Junction,Sterling,VA,20167,-77.6452,39.0853,America/New_York
1404,49 Fulton Point,Omaha,NE,68144,-96.1188,41.2335,America/Chicago
1405,8 Petterle Hill,Philadelphia,PA,19109,-75.1637,39.9496,America/New_York
1406,85 Lukken Terrace,Fort Worth,TX,76147,-97.2915,32.7714,America/Chicago
1407,45764 Barby Junction,Worcester,MA,01610,-71.8108,42.2492,America/New_York
1408,7529 Main Circle,Springfield,IL,62776,-89.606,39.7495,America/Chicago
1409,6 Arizona Center,Nashville,TN,37250,-86.7852,36.1866,America/Chicago
1410,1 Corscot Center,Washington,DC,20205,-77.0162,38.905,America/New_York
1411,399 Mayer Trail,West Hartford,CT,06127,-72.7188,41.7918,America/New_York
1412,3133 Hayes Drive,Pittsburgh,PA,15279,-80.0248,40.4344,America/New_York
1413,45623 Northview Hill,Milwaukee,WI,53205,-87.9353,43.0528,America/Chicago
1414,13 Crowley Park,Garden Grove,CA,92645,-118.0256,33.783,America/Los_Angeles
1415,4390 Gulseth Avenue,Sacramento,CA,95894,-121.4933,38.5816,America/Los_Angeles
1416,3064 Sullivan Avenue,Washington,DC,20036,-77.0414,38.9087,America/New_York
1417,1 Upham Crossing,Elizabeth,NJ,07208,-74.2239,40.6747,America/New_York
1418,20145 Michigan Center,Orlando,FL,32808,-81.4396,28.5803,America/New_York
1419,650 Mayfield Way,Las Vegas,NV,89160,-114.9721,35.9279,America/Los_Angeles
1420,960 Becker Lane,Roanoke,VA,24024,-79.9579,37.2742,America/New_York
1421,109 Grover Junction,San Antonio,TX,78250,-98.6688,29.5054,America/Chicago
1422,96 Esch Circle,Baton Rouge,LA,70826,-91.0804,30.5159,America/Chicago
1423,6 Cascade Lane,Chattanooga,TN,37416,-85.1757,35.0942,America/New_York
1424,7706 Milwaukee Circle,Inglewood,CA,90310,-118.2987,33.7866,America/Los_Angeles
1425,57 5th Plaza,Gainesville,FL,32610,-82.3539,29.6813,America/New_York
1426,1648 Vahlen Plaza,Oklahoma City,OK,73119,-97.5616,35.421,America/Chicago
1427,8006 Mitchell Lane,Portland,OR,97296,-122.3748,45.5806,America/Los_Angeles
1428,689 6th Court,Springfield,MA,01152,-72.6048,42.1707,America/New_York
1429,74 Upham Center,Bethesda,MD,20816,-77.1153,38.9585,America/New_York
1430,822 Cottonwood Court,Tacoma,WA,98442,-122.4185,47.3081,America/Los_Angeles
1431,6 Veith Point,Atlanta,GA,31196,-84.474,33.8444,America/New_York
1432,9859 3rd Road,Bloomington,IL,61709,-88.953,40.4614,America/Chicago
1433,89934 Dahle Court,Topeka,KS,66629,-95.7697,39.0429,America/Chicago
1434,56 Forest Run Point,Washington,DC,20067,-77.0146,38.8933,America/New_York
1435,3 Bunker Hill Terrace,Saint Louis,MO,63131,-90.4504,38.6171,America/Chicago
1436,04752 Lawn Hill,Saint Cloud,MN,56398,-94.5933,45.5289,America/Chicago
1437,6 Buena Vista Terrace,Boston,MA,02298,-71.0323,42.3823,America/New_York
1438,013 Calypso Circle,Atlanta,GA,31136,-84.3824,33.7473,America/New_York
1439,58 Mayfield Road,Waterbury,CT,06726,-72.9275,41.3657,America/New_York
1440,764 Portage Center,Akron,OH,44321,-81.6443,41.1002,America/New_York
1441,7389 Thierer Crossing,Pasadena,CA,91186,-118.2987,33.7866,America/Los_Angeles
1442,508 Hoepker Place,Washington,DC,20231,-77.0146,38.8933,America/New_York
1443,23701 Claremont Place,Boston,MA,02298,-71.0323,42.3823,America/New_York
1444,054 Welch Point,Cleveland,OH,44177,-81.6728,41.6857,America/New_York
1445,18451 Rowland Lane,Dallas,TX,75241,-96.7774,32.6722,America/Chicago
1446,15 Carey Park,Tucson,AZ,85725,-111.8907,31.9701,America/Phoenix
1447,8099 Bluestem Street,Racine,WI,53405,-87.8233,42.7161,America/Chicago
1448,2 Talmadge Parkway,Tallahassee,FL,32314,-84.3462,30.4793,America/New_York
1449,0 2nd Center,Wilmington,NC,28405,-77.867,34.2651,America/New_York
1450,2510 Chive Park,Valley Forge,PA,19495,-75.7481,39.9832,America/New_York
1451,8 Melody Avenue,Philadelphia,PA,19104,-75.2024,39.9597,America/New_York
1452,08 Lighthouse Bay Way,Gainesville,FL,32610,-82.3539,29.6813,America/New_York
1453,13 Meadow Ridge Street,Las Vegas,NV,89150,-114.9721,35.9279,America/Los_Angeles
1454,5 Mifflin Lane,Wichita,KS,67215,-97.425,37.6333,America/Chicago
1455,2985 Clemons Center,New York City,NY,10034,-73.9221,40.8662,America/New_York
1456,30 Cody Way,Springfield,MO,65810,-93.2896,37.1136,America/Chicago
1457,7 Hudson Parkway,Los Angeles,CA,90076,-118.2987,33.7866,America/Los_Angeles
1458,0 Lake View Lane,Tacoma,WA,98447,-122.4434,47.1441,America/Los_Angeles
1459,549 Straubel Junction,Dallas,TX,75323,-96.7776,32.7673,America/Chicago
1460,3781 Rusk Park,Las Vegas,NV,89166,-115.3398,36.3265,America/Los_Angeles
1461,9262 Marquette Junction,Valley Forge,PA,19495,-75.7481,39.9832,America/New_York
1462,2160 Arizona Drive,Huntington,WV,25711,-82.2774,38.4134,America/New_York
1463,6379 Hauk Park,Monticello,MN,55585,-93.8881,45.2009,America/Chicago
1464,16099 Moulton Parkway,Omaha,NE,68144,-96.1188,41.2335,America/Chicago
1465,309 Delladonna Parkway,Washington,DC,20436,-77.0211,38.8959,America/New_York
1466,200 La Follette Point,Columbia,SC,29220,-80.9708,34.006,America/New_York
1467,2 Norway Maple Junction,Louisville,KY,40266,-85.6768,38.189,America/Kentucky/Louisville
1468,80 Esker Hill,Washington,DC,20078,-77.0146,38.8933,America/New_York
1469,96 Clarendon Way,Charlottesville,VA,22908,-78.4851,38.0401,America/New_York
1470,62456 Sage Lane,Reading,PA,19605,-75.9328,40.3886,America/New_York
1471,95220 Havey Plaza,Spokane,WA,99260,-117.4317,47.6536,America/Los_Angeles
1472,3 Bartillon Park,Fort Worth,TX,76162,-97.2915,32.7714,America/Chicago
1473,56 Fisk Crossing,Alexandria,VA,22309,-77.1073,38.7192,America/New_York
1474,22 Tomscot Street,El Paso,TX,88569,-106.3,31.6948,America/Denver
1475,7 4th Court,Bakersfield,CA,93381,-118.9052,35.2944,America/Los_Angeles
1476,380 Ramsey Place,Charleston,WV,25356,-81.5547,38.2968,America/New_York
1477,554 Thackeray Drive,Huntington,WV,25709,-82.4183,38.1321,America/New_York
1478,15 Katie Road,Flint,MI,48505,-83.7001,43.0634,America/Detroit
1479,474 Tomscot Center,Fort Lauderdale,FL,33320,-80.2582,26.1625,America/New_York
1480,44568 Troy Trail,Orange,CA,92867,-117.8493,33.811,America/Los_Angeles
1481,5 Dunning Lane,Philadelphia,PA,19120,-75.1213,40.0343,America/New_York
1482,94627 Mccormick Plaza,Colorado Springs,CO,80930,-104.5269,38.8289,America/Denver
1483,7 Walton Crossing,Daytona Beach,FL,32123,-81.1722,29.0227,America/New_York
1484,89 Del Sol Place,Syracuse,NY,13224,-76.1046,43.0421,America/New_York
1485,16739 Pennsylvania Terrace,Washington,DC,56944,-77.0365,38.8952,America/New_York
1486,491 Caliangt Circle,Erie,PA,16534,-80.0649,42.1827,America/New_York
1487,6916 Prentice Place,Pasadena,CA,91103,-118.1551,34.1669,America/Los_Angeles
1488,4002 Anzinger Circle,Buffalo,NY,14269,-78.8871,42.7684,America/New_York
1489,0159 Hoffman Place,Pittsburgh,PA,15215,-79.9138,40.5048,America/New_York
1490,781 6th Point,Santa Cruz,CA,95064,-122.0578,36.9959,America/Los_Angeles
1491,27 Sunfield Point,Clearwater,FL,33758,-82.7248,27.8918,America/New_York
1492,9854 Anniversary Junction,Boise,ID,83711,-116.244,43.4599,America/Boise
1493,3 Transport Circle,Cambridge,MA,02142,-71.083,42.362,America/New_York
1494,8136 Northland Place,Tyler,TX,75799,-95.2899,32.4112,America/Chicago
1495,069 Packers Way,Oklahoma City,OK,73147,-97.4075,35.5514,America/Chicago
1496,801 Union Parkway,Seattle,WA,98133,-122.3431,47.7377,America/Los_Angeles
1497,07228 Lukken Pass,Miami,FL,33153,-80.1936,25.8655,America/New_York
1498,30945 Jay Alley,Brooklyn,NY,11254,-73.945,40.6451,America/New_York
1499,7 Oak Center,Duluth,MN,55811,-92.1998,46.8147,America/Chicago
1500,072 Arizona Avenue,Houston,TX,77223,-95.4342,29.834,America/Chicago
1501,29 Lakewood Terrace,Alexandria,VA,22301,-77.0589,38.82,America/New_York
1502,66822 Prairieview Plaza,Lincoln,NE,68524,-96.7943,40.8529,America/Chicago
1503,5 Rockefeller Place,Los Angeles,CA,90040,-118.1532,33.9909,America/Los_Angeles
1504,333 Brickson Park Pass,New Orleans,LA,70179,-89.8826,30.033,America/Chicago
1505,549 Carpenter Street,Pittsburgh,PA,15274,-80.0248,40.4344,America/New_York
1506,73015 Porter Trail,Evansville,IN,47725,-87.5256,38.1071,America/Chicago
1507,493 Hovde Circle,Tampa,FL,33605,-82.4334,27.9671,America/New_York
1508,10771 Swallow Pass,Roanoke,VA,24014,-79.9463,37.2327,America/New_York
1509,49509 2nd Avenue,Miami,FL,33164,-80.4582,25.5584,America/New_York
1510,33350 Granby Circle,Nashville,TN,37235,-86.7852,36.1866,America/Chicago
1511,86 Havey Junction,Atlanta,GA,30311,-84.4702,33.723,America/New_York
1512,25 Debra Road,Tacoma,WA,98417,-122.4822,47.2061,America/Los_Angeles
1513,3158 Debra Park,Fort Lauderdale,FL,33310,-80.2069,26.1443,America/New_York
1514,0 Wayridge Center,Pensacola,FL,32595,-87.2758,30.6143,America/Chicago
1515,1166 Victoria Road,Seattle,WA,98158,-122.3076,47.4497,America/Los_Angeles
1516,200 Northland Center,Washington,DC,20057,-77.0146,38.8933,America/New_York
1517,4497 Doe Crossing Alley,Bakersfield,CA,93311,-119.1056,35.3039,America/Los_Angeles
1518,44 Ramsey Parkway,Memphis,TN,38188,-89.9715,35.2017,America/Chicago
1519,7821 Sutherland Street,Lexington,KY,40586,-84.4715,38.0283,America/New_York
1520,15 Dawn Plaza,Jamaica,NY,11470,-73.8061,40.6914,America/New_York
1521,7 Sundown Crossing,Salinas,CA,93907,-121.6703,36.7563,America/Los_Angeles
1522,37912 Eastlawn Hill,Lakeland,FL,33805,-81.9609,28.072,America/New_York
1523,60631 Clyde Gallagher Plaza,Atlanta,GA,30386,-84.474,33.8444,America/New_York
1524,51 Oak Valley Lane,Philadelphia,PA,19191,-75.1179,40.0018,America/New_York
1525,8 Kim Way,Oakland,CA,94627,-121.9215,37.6802,America/Los_Angeles
1526,50642 Union Court,Shawnee Mission,KS,66286,-94.832,38.8999,America/Chicago
1527,98882 Brown Crossing,Indianapolis,IN,46202,-86.1595,39.7851,America/Indiana/Indianapolis
1528,00477 Talisman Point,Sioux Falls,SD,57110,-96.6332,43.5486,America/Chicago
1529,0145 Hanover Road,Odessa,TX,79764,-102.4375,31.8767,America/Chicago
1530,79755 Washington Court,Omaha,NE,68164,-96.1008,41.2955,America/Chicago
1531,37 Dawn Plaza,Panama City,FL,32412,-85.692,30.2345,America/Chicago
1532,1719 Union Terrace,Morgantown,WV,26505,-79.944,39.6505,America/New_York
1533,18430 Erie Terrace,Grand Rapids,MI,49518,-85.5503,43.0314,America/Detroit
1534,07 Schmedeman Avenue,Birmingham,AL,35242,-86.7046,33.3813,America/Chicago
1535,76051 Nancy Point,Waterbury,CT,06705,-72.9963,41.5503,America/New_York
1536,9 American Place,San Antonio,TX,78245,-98.6895,29.4189,America/Chicago
1537,31 Meadow Vale Crossing,Sacramento,CA,95818,-121.4929,38.5568,America/Los_Angeles
1538,5 Cardinal Center,Santa Barbara,CA,93150,-119.8486,34.2628,America/Los_Angeles
1539,013 Vera Plaza,Falls Church,VA,22047,-77.2888,38.8318,America/New_York
1540,0762 Forest Run Court,Lincoln,NE,68505,-96.6252,40.8247,America/Chicago
1541,81 Jenna Hill,Houston,TX,77015,-95.1852,29.7853,America/Chicago
1542,3455 Del Mar Center,New Castle,PA,16107,-80.3084,40.9897,America/New_York
1543,5 Blaine Road,Galveston,TX,77554,-94.9637,29.2243,America/Chicago
1544,22060 Mallory Hill,Galveston,TX,77554,-94.9637,29.2243,America/Chicago
1545,91 Johnson Junction,Fort Collins,CO,80525,-105.0547,40.5384,America/Denver
1546,5 Portage Street,New Haven,CT,06510,-72.9271,41.3087,America/New_York
1547,144 High Crossing Point,Wichita,KS,67260,-97.2936,37.7194,America/Chicago
1548,1 Kipling Terrace,Peoria,IL,61605,-89.6263,40.6775,America/Chicago
1549,2 Packers Parkway,Staten Island,NY,10310,-74.1172,40.6324,America/New_York
1550,8 Maple Wood Center,Rockville,MD,20851,-77.1234,39.0763,America/New_York
1551,9 Orin Plaza,New Castle,PA,16107,-80.3084,40.9897,America/New_York
1552,840 Caliangt Pass,San Luis Obispo,CA,93407,-120.4553,35.3471,America/Los_Angeles
1553,068 Pearson Pass,Hartford,CT,06160,-72.6933,41.7665,America/New_York
1554,206 Stephen Alley,Colorado Springs,CO,80940,-104.562,38.8247,America/Denver
1555,541 Dexter Hill,Boston,MA,02216,-70.9196,42.3389,America/New_York
1556,536 Mandrake Street,Houston,TX,77020,-95.3121,29.7758,America/Chicago
