store_id,address,city,state,zipcode,longitude,latitude,timezone
1477,620 Declaration Court,Honolulu,HI,96815,-157.8266,21.2811,Pacific/Honolulu
1485,44 Arapahoe Trail,Stamford,CT,06922,-73.5143,41.0516,America/New_York
1493,3583 Mendota Terrace,Houston,TX,77218,-95.4342,29.834,America/Chicago
1501,1373 Sauthoff Lane,Chicago,IL,60681,-87.6873,41.8119,America/Chicago
1509,7 Schlimgen Center,Columbus,OH,43231,-82.9383,40.081,America/New_York
1517,1 Fordem Plaza,Irving,TX,75037,-96.7776,32.7673,America/Chicago
1525,2946 David Park,Philadelphia,PA,19141,-75.1451,40.0365,America/New_York
1533,1718 Upham Road,Portland,OR,97201,-122.6897,45.5078,America/Los_Angeles
1541,171 Fair Oaks Avenue,Washington,DC,20215,-77.0146,38.8933,America/New_York
1549,79 Ridgeview Circle,Washington,DC,20414,-77.0221,38.884,America/New_York
1557,41002 Scofield Pass,Van Nuys,CA,91406,-118.4868,34.2006,America/Los_Angeles
1565,528 Delaware Place,Hampton,VA,23668,-76.3377,37.0206,America/New_York
1573,732 Forest Run Parkway,Los Angeles,CA,90065,-118.2266,34.1073,America/Los_Angeles
1581,30444 Orin Alley,Torrance,CA,90510,-118.2987,33.7866,America/Los_Angeles
1589,82 Sugar Place,El Paso,TX,79984,-106.3,31.6948,America/Denver
1597,867 Lakewood Street,Charlotte,NC,28230,-80.8042,35.26,America/New_York
1605,9 Southridge Center,Baton Rouge,LA,70894,-91.0804,30.5159,America/Chicago
1613,7 Esker Avenue,San Jose,CA,95128,-121.9356,37.3163,America/Los_Angeles
1621,808 Prairieview Circle,White Plains,NY,10633,-73.733,41.119,America/New_York
1629,81664 Katie Center,Colorado Springs,CO,80940,-104.562,38.8247,America/Denver
1637,2 Jenna Plaza,Baltimore,MD,21239,-76.5891,39.361,America/New_York
1645,88763 Pankratz Pass,Fort Worth,TX,76121,-97.2915,32.7714,America/Chicago
1653,7443 Warrior Circle,Duluth,GA,30195,-84.1532,34.0047,America/New_York
1661,85983 Ohio Court,El Paso,TX,88584,-106.3,31.6948,America/Denver
1669,901 Red Cloud Parkway,Los Angeles,CA,90030,-118.2987,33.7866,America/Los_Angeles
1677,675 Hudson Drive,Houston,TX,77245,-95.4342,29.834,America/Chicago
1685,7 Packers Pass,Charlotte,NC,28247,-80.8511,35.0656,America/New_York
1693,66692 Cascade Drive,Washington,DC,20005,-77.0312,38.9067,America/New_York
1701,844 Westport Center,Arlington,TX,76004,-97.2915,32.7714,America/Chicago
1709,0 Prairie Rose Court,Bellevue,WA,98008,-122.1162,47.6115,America/Los_Angeles
1717,6 Clarendon Lane,North Las Vegas,NV,89087,-115.1458,36.2204,America/Los_Angeles
1725,57 Manufacturers Terrace,Colorado Springs,CO,80951,-104.6556,38.8881,America/Denver
1733,0221 Truax Center,Chicago,IL,60681,-87.6873,41.8119,America/Chicago
1741,29959 Autumn Leaf Alley,Detroit,MI,48267,-83.1508,42.2399,America/Detroit
1749,972 Laurel Center,Montgomery,AL,36125,-86.2085,32.2334,America/Chicago
1757,7121 Prairieview Crossing,Washington,DC,20392,-77.0146,38.8933,America/New_York
1765,67416 Park Meadow Trail,Bridgeport,CT,06673,-73.3637,41.3089,America/New_York
1773,89317 Rigney Alley,Chula Vista,CA,91913,-116.9852,32.6513,America/Los_Angeles
1781,5607 Erie Plaza,Chicago,IL,60619,-87.6054,41.7458,America/Chicago
1789,16 Forest Dale Drive,Hicksville,NY,11854,-73.6018,40.7548,America/New_York
1797,0636 Barby Hill,Springfield,IL,62764,-89.606,39.7495,America/Chicago
1805,38452 Mcguire Junction,Savannah,GA,31416,-81.0477,32.0053,America/New_York
1813,8382 Northfield Court,Philadelphia,PA,19136,-75.0244,40.0422,America/New_York
1821,57 Hoard Drive,Springfield,MO,65805,-93.3437,37.2581,America/Chicago
1829,34816 Comanche Hill,Phoenix,AZ,85077,-112.1872,33.2765,America/Phoenix
1837,7575 Gerald Drive,Jacksonville,FL,32215,-81.893,30.2407,America/New_York
1845,5 Hudson Alley,Birmingham,AL,35290,-86.9292,33.5446,America/Chicago
1853,190 Arrowood Junction,Anchorage,AK,99522,-149.4403,61.1089,America/Anchorage
1861,98065 John Wall Parkway,Scranton,PA,18505,-75.6657,41.3914,America/New_York
1869,373 Steensland Pass,Charleston,WV,25305,-81.6123,38.3358,America/New_York
1877,4167 Maywood Crossing,Fort Worth,TX,76105,-97.269,32.7233,America/Chicago
1885,085 Carioca Court,San Francisco,CA,94137,-122.7278,37.7848,America/Los_Angeles
1893,250 Melrose Way,Albany,NY,12262,-73.9708,42.6149,America/New_York
1901,421 Northfield Place,Atlanta,GA,30358,-84.3411,33.9982,America/New_York
1909,2 Tennyson Point,Modesto,CA,95354,-120.9749,37.6409,America/Los_Angeles
1917,1518 Paget Circle,Boise,ID,83732,-116.244,43.4599,America/Boise
1925,675 Hanson Park,San Luis Obispo,CA,93407,-120.4553,35.3471,America/Los_Angeles
1933,518 Schurz Street,San Francisco,CA,94159,-122.7278,37.7848,America/Los_Angeles
1941,58863 Anthes Way,Lakeland,FL,33805,-81.9609,28.072,America/New_York
1949,3151 Pankratz Circle,Chandler,AZ,85246,-112.1872,33.2765,America/Phoenix
1957,8779 Drewry Terrace,Oklahoma City,OK,73109,-97.5261,35.4259,America/Chicago
1965,97388 Randy Park,Spokane,WA,99260,-117.4317,47.6536,America/Los_Angeles
1973,2281 Rowland Center,Mount Vernon,NY,10557,-73.733,41.119,America/New_York
1981,5385 Mayfield Avenue,Austin,TX,78778,-97.7713,30.3264,America/Chicago
1989,7 Fair Oaks Point,Whittier,CA,90610,-118.2987,33.7866,America/Los_Angeles
1997,6446 North Drive,Decatur,IL,62525,-88.9815,39.854,America/Chicago
2005,423 Knutson Terrace,Jacksonville,FL,32259,-81.6217,30.0956,America/Kentucky/Monticello
2013,2 Red Cloud Alley,Huntsville,AL,35810,-86.6091,34.7784,America/Chicago
2021,0665 Daystar Point,Spokane,WA,99215,-117.4317,47.6536,America/Los_Angeles
2029,27072 Sage Crossing,Fort Wayne,IN,46862,-85.0707,41.0938,America/Indiana/Indianapolis
2037,9 Manley Crossing,Memphis,TN,38104,-90.0046,35.1334,America/Chicago
2045,510 Village Green Point,Peoria,IL,61614,-89.6026,40.7681,America/Chicago
2053,0487 Bobwhite Alley,Houston,TX,77228,-95.4342,29.834,America/Chicago
2061,5197 Dunning Road,San Jose,CA,95173,-121.8938,37.3352,America/Los_Angeles
2069,91849 Bunting Circle,Washington,DC,20337,-77.0146,38.8933,America/New_York
2077,0845 Forest Way,Shreveport,LA,71105,-93.7143,32.4589,America/Chicago
2085,687 Katie Plaza,Pompano Beach,FL,33064,-80.1157,26.2785,America/New_York
2093,5 Judy Place,Memphis,TN,38168,-89.9715,35.2017,America/Chicago
2101,26 Mariners Cove Point,Corpus Christi,TX,78470,-97.4632,27.777,America/Chicago
2109,31036 8th Drive,Atlanta,GA,31119,-84.0746,33.8913,America/New_York
2117,0450 Vera Park,Pompano Beach,FL,33069,-80.1635,26.2288,America/New_York
2125,91 Parkside Way,Newport Beach,CA,92662,-117.8931,33.6062,America/Los_Angeles
2133,9 Longview Terrace,Pittsburgh,PA,15279,-80.0248,40.4344,America/New_York
2141,08804 Fordem Place,Boise,ID,83705,-116.2191,43.5851,America/Boise
2149,07 Portage Junction,Milwaukee,WI,53285,-87.5697,43.0174,America/Chicago
2157,346 Main Terrace,Richmond,VA,23220,-77.4588,37.5498,America/New_York
2165,33 Reindahl Park,Long Beach,CA,90810,-118.2325,33.8193,America/Los_Angeles
2173,943 Bashford Drive,Los Angeles,CA,90076,-118.2987,33.7866,America/Los_Angeles
2181,08990 Waubesa Point,Richmond,VA,23277,-77.4604,37.5535,America/New_York
2189,474 Milwaukee Drive,Washington,DC,20310,-77.0146,38.8933,America/New_York
2197,86743 New Castle Street,Lansing,MI,48919,-84.5517,42.7286,America/Detroit
2205,9993 Gulseth Crossing,East Saint Louis,IL,62205,-90.1275,38.6149,America/Chicago
2213,3 Northfield Crossing,Richmond,VA,23203,-77.4471,37.5593,America/New_York
2221,0 Stoughton Road,Arlington,VA,22234,-77.113,38.8808,America/New_York
2229,3 Jenifer Hill,Washington,DC,20005,-77.0312,38.9067,America/New_York
2237,6 Warbler Avenue,Tulsa,OK,74126,-95.9931,36.2383,America/Chicago
2245,28 Raven Parkway,New York City,NY,10275,-73.9772,40.7808,America/New_York
2253,1662 Milwaukee Lane,Henderson,NV,89012,-115.0433,36.0119,America/Los_Angeles
2261,0313 Northland Center,Chicago,IL,60657,-87.6528,41.9399,America/Chicago
2269,3 Sauthoff Point,Charlotte,NC,28256,-80.8042,35.26,America/New_York
2277,3453 Hovde Center,Lakewood,WA,98498,-122.5485,47.1591,America/Los_Angeles
2285,84046 Moland Way,Huntington Beach,CA,92648,-118.0051,33.6773,America/Los_Angeles
2293,43499 Green Ridge Way,Portland,ME,04109,-70.1987,43.6783,America/New_York
2301,369 Lotheville Lane,Lansing,MI,48912,-84.5244,42.7371,America/Detroit
2309,7106 Blaine Pass,Sacramento,CA,95838,-121.444,38.6406,America/Los_Angeles
2317,310 Oak Valley Pass,Oakland,CA,94611,-122.2223,37.8471,America/Los_Angeles
2325,274 Oneill Way,Las Vegas,NV,89125,-115.2655,36.2235,America/Los_Angeles
2333,8266 Declaration Place,Birmingham,AL,35244,-86.8254,33.3538,America/Chicago
2341,0102 Pennsylvania Hill,Philadelphia,PA,19131,-75.2282,39.9845,America/New_York
2349,2 Sloan Lane,Oklahoma City,OK,73173,-97.6317,35.3425,America/Chicago
2357,8980 Fremont Street,Charleston,WV,25331,-81.5547,38.2968,America/New_York
2365,86809 Debs Street,Fredericksburg,VA,22405,-77.4366,38.3365,America/New_York
2373,03 Dovetail Point,New Orleans,LA,70116,-90.0646,29.9686,America/Chicago
2381,88 Lakewood Gardens Crossing,Orlando,FL,32854,-81.2608,28.5663,America/New_York
2389,4 Becker Court,Pensacola,FL,32526,-87.3179,30.4756,America/Chicago
2397,5 Schmedeman Avenue,Boston,MA,02104,-70.9196,42.3389,America/New_York
2405,29552 Sunfield Park,New Hyde Park,NY,11044,-73.6018,40.7548,America/New_York
2413,7824 Westport Alley,Newport Beach,CA,92662,-117.8931,33.6062,America/Los_Angeles
2421,9739 Manitowish Crossing,New Bedford,MA,02745,-70.9355,41.6913,America/New_York
2429,8583 Farmco Trail,Spokane,WA,99220,-117.4317,47.6536,America/Los_Angeles
2437,52834 Warner Junction,Reno,NV,89505,-119.8353,39.5224,America/Los_Angeles
2445,293 Dakota Hill,Saint Louis,MO,63126,-90.3811,38.5495,America/Chicago
2453,22460 Harper Park,Jeffersonville,IN,47134,-85.7321,38.2868,America/Kentucky/Louisville
2461,157 Packers Drive,Baltimore,MD,21282,-76.5921,39.439,America/New_York
2469,17852 Oak Circle,Spring,TX,77388,-95.4695,30.0505,America/Chicago
2477,639 Elgar Pass,Knoxville,TN,37995,-83.9622,35.9901,America/New_York
2485,279 Logan Alley,Fairbanks,AK,99790,-146.276,64.8561,America/Anchorage
2493,668 Hoffman Crossing,Philadelphia,PA,19131,-75.2282,39.9845,America/New_York
2501,95767 Kings Circle,Fort Worth,TX,76110,-97.3375,32.7065,America/Chicago
2509,81780 Fair Oaks Pass,Brooksville,FL,34605,-82.4226,28.5059,America/New_York
2517,90 Maple Junction,Palatine,IL,60078,-87.6873,41.8119,America/Chicago
2525,859 Holmberg Road,Helena,MT,59623,-112.0402,46.5901,America/Denver
2533,6491 Hanover Way,Washington,DC,20557,-77.0047,38.8874,America/New_York
2541,18 Harbort Plaza,Colorado Springs,CO,80905,-104.837,38.8377,America/Denver
2549,6 Leroy Center,Lexington,KY,40505,-84.4583,38.0612,America/New_York
2557,9910 Crowley Trail,Detroit,MI,48232,-83.1508,42.2399,America/Detroit
2565,22 Butternut Place,Kissimmee,FL,34745,-81.2593,27.9953,America/New_York
2573,2861 3rd Lane,Fort Wayne,IN,46862,-85.0707,41.0938,America/Indiana/Indianapolis
2581,3097 Granby Center,Wilmington,DE,19810,-75.5064,39.8188,America/New_York
2589,28215 La Follette Drive,Washington,DC,20244,-77.0146,38.8933,America/New_York
2597,406 Kinsman Circle,Honolulu,HI,96805,-157.8585,21.3062,Pacific/Honolulu
2605,9 Marquette Place,Houston,TX,77080,-95.523,29.8159,America/Chicago
2613,31382 Bartelt Road,Des Moines,IA,50315,-93.6192,41.5444,America/Chicago
2621,7 West Center,Des Moines,IA,50362,-93.5722,41.6727,America/Chicago
2629,98533 Marquette Junction,Kansas City,MO,64187,-94.3567,39.035,America/Chicago
2637,7875 Park Meadow Way,Fort Smith,AR,72916,-94.3703,35.2502,America/Chicago
2645,81 School Court,Lake Charles,LA,70607,-93.1835,30.1244,America/Chicago
2653,075 Arrowood Crossing,Fairfax,VA,22036,-77.0796,38.7351,America/New_York
2661,43 Bultman Parkway,Fort Wayne,IN,46852,-85.0707,41.0938,America/Indiana/Indianapolis
2669,040 Fallview Plaza,Elmira,NY,14905,-76.8397,42.0869,America/New_York
2677,5 Thompson Hill,Knoxville,TN,37919,-84.0015,35.9244,America/New_York
2685,365 Kropf Way,Long Beach,CA,90810,-118.2325,33.8193,America/Los_Angeles
2693,95294 Bashford Hill,Gainesville,GA,30506,-83.8882,34.3562,America/New_York
2701,0620 Merry Place,Ogden,UT,84403,-111.9489,41.1894,America/Denver
2709,9772 Clarendon Trail,Lakeland,FL,33811,-82.0139,27.9865,America/New_York
2717,16521 Linden Plaza,Savannah,GA,31405,-81.1242,32.0391,America/New_York
2725,6 Coolidge Circle,Waterloo,IA,50706,-92.2703,42.4156,America/Chicago
2733,81 Bashford Junction,Lexington,KY,40546,-84.4715,38.0283,America/New_York
2741,7 Di Loreto Alley,Marietta,GA,30061,-84.556,33.9328,America/New_York
2749,1 Namekagon Avenue,Austin,TX,78710,-97.7151,30.352,America/Chicago
2757,76 Stephen Court,Miami,FL,33196,-80.441,25.6615,America/New_York
2765,14557 Arapahoe Plaza,Winter Haven,FL,33884,-81.6736,27.981,America/New_York
2773,9504 Sommers Park,Boulder,CO,80305,-105.2531,39.9807,America/Denver
2781,626 Sommers Pass,Miami Beach,FL,33141,-80.1446,25.8486,America/New_York
2789,0222 Crowley Road,Philadelphia,PA,19131,-75.2282,39.9845,America/New_York
2797,56582 Golf Lane,Washington,DC,20215,-77.0146,38.8933,America/New_York
2805,0943 Farmco Circle,Tacoma,WA,98481,-122.1132,47.0662,America/Los_Angeles
2813,187 Fairview Avenue,Albany,NY,12222,-73.8253,42.6853,America/New_York
2821,111 Scott Street,Prescott,AZ,86305,-112.9584,34.8185,America/Phoenix
2829,314 Golf Course Crossing,Charlotte,NC,28205,-80.7881,35.22,America/New_York
2837,406 Northwestern Hill,Danbury,CT,06816,-73.3637,41.3089,America/New_York
2845,07409 Lerdahl Lane,Nashville,TN,37220,-86.7697,36.0641,America/Chicago
2853,56 Lake View Road,Norman,OK,73071,-97.4067,35.233,America/Chicago
2861,28422 Eagle Crest Junction,Boise,ID,83705,-116.2191,43.5851,America/Boise
2869,282 Duke Way,Denver,CO,80291,-104.9876,39.7439,America/Denver
2877,096 Ilene Alley,Greenville,SC,29610,-82.4538,34.8497,America/New_York
2885,53159 Talmadge Road,Birmingham,AL,35285,-86.9292,33.5446,America/Chicago
2893,4 Northland Court,Oakland,CA,94611,-122.2223,37.8471,America/Los_Angeles
2901,64131 Warrior Junction,Springfield,MA,01152,-72.6048,42.1707,America/New_York
2909,232 Summit Road,Jacksonville,FL,32277,-81.5864,30.3704,America/New_York
2917,02856 La Follette Parkway,Evansville,IN,47725,-87.5256,38.1071,America/Chicago
2925,54 Gale Parkway,Stamford,CT,06922,-73.5143,41.0516,America/New_York
2933,629 Daystar Park,Virginia Beach,VA,23471,-76.0126,36.7957,America/New_York
2941,3297 Drewry Hill,Detroit,MI,48217,-83.1545,42.2719,America/Detroit
2949,1529 Dayton Park,Bradenton,FL,34205,-82.5834,27.4841,America/New_York
2957,41954 Eastwood Plaza,Nashville,TN,37245,-86.7852,36.1866,America/Chicago
2965,56 Colorado Crossing,Philadelphia,PA,19125,-75.1262,39.9788,America/New_York
2973,07 Talisman Lane,Cincinnati,OH,45243,-84.3448,39.1848,America/New_York
2981,430 Algoma Court,Chicago,IL,60604,-87.633,41.8784,America/Chicago
2989,56502 Di Loreto Court,Kansas City,KS,66105,-94.6356,39.085,America/Chicago
2997,72507 Graedel Road,Duluth,MN,55805,-92.0946,46.7987,America/Chicago
3005,5 Sachs Park,Reno,NV,89595,-119.5869,40.5412,America/Los_Angeles
3013,7195 Leroy Plaza,Baltimore,MD,21211,-76.6336,39.3316,America/New_York
3021,6 Talmadge Pass,Spartanburg,SC,29319,-81.969,34.8882,America/New_York
3029,7 Oxford Court,Dallas,TX,75251,-96.7751,32.9189,America/Chicago
3037,2460 Becker Point,Stockton,CA,95298,-121.2897,37.9577,America/Los_Angeles
3045,3524 Memorial Hill,Arlington,VA,22212,-77.113,38.8808,America/New_York
3053,004 Ridgeview Street,Washington,DC,20470,-77.0146,38.8933,America/New_York
3061,94643 Pennsylvania Drive,Seattle,WA,98104,-122.3256,47.6036,America/Los_Angeles
3069,6 Glendale Way,Bronx,NY,10469,-73.8495,40.8702,America/New_York
3077,022 Sundown Parkway,Austin,TX,78737,-97.9427,30.2107,America/Chicago
3085,872 Buhler Point,Omaha,NE,68197,-96.0274,41.249,America/Chicago
3093,6 Sycamore Court,Honolulu,HI,96820,-157.8795,21.351,Pacific/Honolulu
3101,2 Aberg Road,Panama City,FL,32412,-85.692,30.2345,America/Chicago
3109,82722 Lakewood Gardens Lane,Cincinnati,OH,45254,-84.5382,39.1668,America/New_York
3117,2 Steensland Pass,Peoria,IL,61605,-89.6263,40.6775,America/Chicago
3125,21353 Tennyson Trail,Gainesville,GA,30506,-83.8882,34.3562,America/New_York
3133,84799 Dottie Way,Denver,CO,80255,-104.4083,39.7388,America/Denver
3141,9683 North Road,Long Beach,CA,90831,-118.1994,33.7678,America/Los_Angeles
3149,9289 Loeprich Alley,Gastonia,NC,28055,-81.1897,35.284,America/New_York
3157,39 Sloan Trail,Shreveport,LA,71137,-93.7526,32.6076,America/Chicago
3165,19138 Gerald Hill,Monroe,LA,71208,-92.0756,32.4968,America/Chicago
3173,50 Wayridge Parkway,Pensacola,FL,32511,-87.2917,30.4061,America/Chicago
3181,6 Corben Hill,Baton Rouge,LA,70810,-91.0919,30.3633,America/Chicago
3189,109 Eastlawn Crossing,North Las Vegas,NV,89087,-115.1458,36.2204,America/Los_Angeles
3197,9 Elka Parkway,Washington,DC,20591,-77.0146,38.8933,America/New_York
3205,46315 Florence Way,Alexandria,VA,22309,-77.1073,38.7192,America/New_York
3213,7 Saint Paul Terrace,Arlington,VA,22212,-77.113,38.8808,America/New_York
3221,68 Summer Ridge Street,Sterling,VA,20167,-77.6452,39.0853,America/New_York
3229,0 Manitowish Center,Sacramento,CA,94286,-121.4444,38.3774,America/Los_Angeles
3237,4258 Dottie Way,San Diego,CA,92115,-117.0721,32.7607,America/Los_Angeles
3245,8 Oxford Parkway,Topeka,KS,66642,-95.7697,39.0429,America/Chicago
3253,4 Dwight Drive,Baltimore,MD,21216,-76.6699,39.3093,America/New_York
3261,78502 Thierer Parkway,San Bernardino,CA,92424,-115.9671,34.84,America/Los_Angeles
3269,511 American Ash Court,Flint,MI,48555,-83.7108,43.0113,America/Detroit
3277,80499 Anzinger Junction,Wichita,KS,67220,-97.2805,37.7667,America/Chicago
3285,17 Manitowish Junction,Escondido,CA,92030,-116.846,33.0169,America/Los_Angeles
3293,46125 Banding Lane,Newark,NJ,07104,-74.1695,40.7664,America/New_York
3301,88 Eagan Way,Fresno,CA,93721,-119.7843,36.7377,America/Los_Angeles
3309,54 Havey Avenue,Saint Louis,MO,63196,-90.2435,38.6531,America/Chicago
3317,1 Roth Road,Tempe,AZ,85284,-111.9197,33.3363,America/Phoenix
3325,6 Toban Street,Cincinnati,OH,45249,-84.3307,39.2692,America/New_York
3333,92648 Dahle Pass,Topeka,KS,66629,-95.7697,39.0429,America/Chicago
3341,0117 Charing Cross Park,Murfreesboro,TN,37131,-86.421,35.8596,America/Chicago
3349,3 Pearson Center,San Francisco,CA,94105,-122.3892,37.7864,America/Los_Angeles
3357,05 Oak Park,Kent,WA,98042,-122.1206,47.368,America/Los_Angeles
3365,0 Mockingbird Hill,Torrance,CA,90510,-118.2987,33.7866,America/Los_Angeles
3373,944 Gerald Way,Anchorage,AK,99522,-149.4403,61.1089,America/Anchorage
3381,81 Fallview Parkway,Lansing,MI,48930,-84.5587,42.7325,America/Detroit
3389,9747 Harbort Plaza,Vancouver,WA,98682,-122.5212,45.6644,America/Los_Angeles
3397,8352 Magdeline Terrace,Baton Rouge,LA,70805,-91.1481,30.486,America/Chicago
3405,545 Dovetail Way,Bronx,NY,10459,-73.894,40.8247,America/New_York
3413,8 Pankratz Hill,Saint Paul,MN,55115,-92.9391,45.071,America/Chicago
3421,13 Prentice Court,Worcester,MA,01610,-71.8108,42.2492,America/New_York
3429,8746 Welch Alley,New Orleans,LA,70165,-89.8826,30.033,America/Chicago
3437,25036 Blue Bill Park Street,Durham,NC,27710,-78.8577,36.0512,America/New_York
3445,53 Novick Terrace,Santa Barbara,CA,93150,-119.8486,34.2628,America/Los_Angeles
3453,60124 Hooker Plaza,Alpharetta,GA,30022,-84.2422,34.0268,America/New_York
3461,756 Moland Trail,Mesa,AZ,85205,-111.7129,33.4368,America/Phoenix
3469,092 Waubesa Avenue,New York City,NY,10045,-74.0087,40.7086,America/New_York
3477,72835 Holy Cross Avenue,Washington,DC,20016,-77.086,38.9381,America/New_York
3485,8527 Lakewood Court,Baton Rouge,LA,70894,-91.0804,30.5159,America/Chicago
3493,98467 Hintze Parkway,Augusta,GA,30911,-82.091,33.386,America/New_York
3501,53 Gerald Hill,Wichita,KS,67260,-97.2936,37.7194,America/Chicago
3509,5 Sundown Circle,Philadelphia,PA,19125,-75.1262,39.9788,America/New_York
3517,57513 Buena Vista Drive,Montgomery,AL,36104,-86.3081,32.373,America/Chicago
3525,886 Corscot Lane,Dallas,TX,75260,-96.7776,32.7673,America/Chicago
3533,888 Dunning Street,Homestead,FL,33034,-80.6246,25.2846,America/New_York
3541,28339 Kensington Avenue,Minneapolis,MN,55417,-93.2361,44.9054,America/Chicago
3549,1595 Maple Lane,Tyler,TX,75799,-95.2899,32.4112,America/Chicago
3557,9524 Prentice Hill,Los Angeles,CA,90005,-118.3012,34.0585,America/Los_Angeles
3565,448 Alpine Point,Clearwater,FL,34629,-82.8001,27.9654,America/New_York
3573,33005 Ridgeview Pass,New York City,NY,10150,-73.9772,40.7808,America/New_York
3581,217 Dryden Terrace,Stamford,CT,06922,-73.5143,41.0516,America/New_York
3589,89 Tennyson Point,Washington,DC,20540,-77.0047,38.8874,America/New_York
3597,7 Sloan Hill,Tacoma,WA,98464,-122.1132,47.0662,America/Los_Angeles
3605,2 Anderson Plaza,Springfield,MO,65898,-93.2951,37.1803,America/Chicago
3613,096 Bellgrove Circle,Duluth,GA,30096,-84.1529,33.9845,America/New_York
3621,8099 Hayes Trail,Birmingham,AL,35279,-86.9292,33.5446,America/Chicago
3629,537 Petterle Parkway,Los Angeles,CA,90025,-118.4487,34.0447,America/Los_Angeles
3637,0278 Duke Park,Pittsburgh,PA,15255,-80.0248,40.4344,America/New_York
3645,39919 Buell Junction,Salt Lake City,UT,84189,-111.9083,40.6681,America/Denver
3653,7143 Coolidge Alley,Tulsa,OK,74103,-95.9954,36.1539,America/Chicago
3661,361 Straubel Junction,Fort Worth,TX,76129,-97.2915,32.7714,America/Chicago
